id,name,UMLS_CUI,def,MESH,is_a,subset,alt_id,OMIM,synonym,is_obsolete,created_by,creation_date
DOID:11939,['obsolete schizo-affective type schizophrenia subchronic state'],,,,,,,,,['true'],,
DOID:11943,['obsolete Trichomonas vaginitis'],,"['A Trichomonas vaginalis trichomoniasis that involves inflammation of the vagina caused by Trichomonas vaginalis. The symptoms include foul vaginal odor, burning during urination, vaginal discharge and irritation of the genital area.']",,,,,,"['Leukorrhoea vaginalis - trichomonal', 'Trichomonal leukorrhoea', 'Trichomonal vaginitis &/or vulvovaginitis', 'Trichomonal vaginitis (disorder)', 'Trichomonal vulvovaginitis', 'Trichomonal vulvovaginitis (disorder)', 'vaginal trichomoniasis (disorder)']",['true'],,
DOID:11944,['obsolete Trichomonas prostatitis'],,['A Trichomonas vaginalis trichomoniasis that involves inflammation of the prostate gland caused by Trichomonas vaginalis.'],,,,,,"['Trichomonal prostatitis', 'Trichomonal prostatitis (disorder)']",['true'],,
DOID:11945,['obsolete Trichomonas cystitis'],,"['A Trichomonas vaginalis trichomoniasis that involves inflammation of the urinary bladder caused by Trichomonas vaginalis. The symptoms include pain during urination, foul urine odor and abnormal urine color.']",,,,,,['Trichomonal cystitis (disorder)'],['true'],,
DOID:11946,['obsolete habitual abortion'],,,,,,,,"['Aborter - recurrent', 'chronic spontaneous abortion', 'Habitual aborter', 'Habitual aborter - unspecified (disorder)', 'Habitual aborter NOS (disorder)', 'recurrent abortion (disorder)', 'recurrent miscarriage']",['true'],,
DOID:11947,['obsolete recurrent major depression in complete remission'],,,,,,,,"['Major depressive disorder, recurrent episode, in full remission', 'recurrent major depression in complete remission (disorder)', 'recurrent major depressive episodes, in full remission (disorder)']",['true'],,
DOID:11949,['Creutzfeldt-Jakob disease'],UMLS_CUI:C0022336,,MESH:D007562,['DOID:649 ! prion disease'],"['NCIthesaurus', 'zoonotic_infectious_disease']",,OMIM:123400,"['CJD', 'Creutzfeldt Jacob syndrome', 'Creutzfeldt Jakob disease', 'Creutzfeldt-Jacob disease', 'Jakob-Creutzfeldt disease', 'Subacute spongiform encephalopathy', 'Transmissible virus dementia']",,,
DOID:1195,['ischemic neuropathy'],UMLS_CUI:C0238309,,,['DOID:870 ! neuropathy'],['NCIthesaurus'],,,['Ischemic peripheral neuropathy'],,,
DOID:11950,"['obsolete Congenital cardiovascular disorder complicating pregnancy, childbirth, or the puerperium']",,,,,,"['DOID:11951', 'DOID:11953']",,"['antepartum congenital cardiovascular disorder of mother', 'postpartum congenital cardiovascular disorder of mother']",['true'],,
DOID:11952,"['obsolete Congenital cardiovascular disorder of mother, with delivery']",,,,,,,,,['true'],,
DOID:11954,['obsolete psychosexual dysfunction with inhibited sexual excitement'],,,,,,,,['Psychosexual Dysfunction with Inhibited Sexual Excitement'],['true'],,
DOID:11955,['obsolete malnutrition of moderate degree'],,,,,,,,,['true'],,
DOID:11963,['esophagitis'],UMLS_CUI:C0014868,,MESH:D004941,['DOID:6050 ! esophageal disease'],['NCIthesaurus'],['DOID:11962'],,['acute esophagitis'],,,
DOID:11964,['obsolete Histoplasma capsulatum retinitis'],,"['An American histoplasmosis that results_in inflammation located_in retina, has_material_basis_in Histoplasma capsulatum var capsulatum, transmitted_by airborne spores and results_in_formation_of lesions.']",,,,,,['Histoplasma capsulatum with retinitis (disorder)'],['true'],,
DOID:11968,['postmenopausal atrophic vaginitis'],UMLS_CUI:C0156409,['A vaginitis that occurs in postmenopausal women and is characterized by vaginal atrophy secondary to estrogen deficiency.'],,['DOID:2170 ! vaginitis'],,,,"['atrophic vaginitis', 'Senile vaginitis']",,,
DOID:11970,['obsolete symptomatic menopausal or female climacteric state'],,,,,,,,,['true'],,
DOID:11971,['synostosis'],UMLS_CUI:C0039093,['A dysostosis that results_in abnormal fusing of adjacent bones.'],MESH:D013580,['DOID:1934 ! dysostosis'],,,,,,,
DOID:11975,['coloboma of optic nerve'],UMLS_CUI:C0155299,,MESH:C535970,['DOID:1393 ! visual pathway disease'],,,OMIM:120430,"['Coloboma of optic disc', 'Morning glory syndrome']",,,
DOID:11976,['botulism'],UMLS_CUI:C0006057,"['A primary bacterial infectious disease that involves intoxication caused by botulinum neurotoxins (BoNTA, B, E and F) located in neuromuscular junction resulting in descending muscle paralysis, has_material_basis_in Clostridium botulinum A, has_material_basis_in Clostridium botulinum B, has_material_basis_in Clostridium botulinum E and has_material_basis_in Clostridium botulinum F.']",MESH:D001906,['DOID:0050338 ! primary bacterial infectious disease'],"['gram-positive_bacterial_infectious_disease', 'NCIthesaurus']",,,"['Botulism poisoning', 'Food poisoning due to Clostridium botulinum', 'Foodborne botulism', 'Infection due to clostridium botulinum', 'Intoxication with Clostridium botulinum toxin']",,,
DOID:11977,['obsolete disorder of magnesium metabolism'],,,,,,,,"['disorder of magnesium metabolism', 'disorder of magnesium metabolism (disorder)', 'disorder of magnesium metabolism NOS (disorder)', 'Magnesium disorder']",['true'],,
DOID:11978,['obsolete chronic pyelonephritis without lesion of renal medullary necrosis'],,,,,,,,,['true'],,
DOID:11981,['morbid obesity'],UMLS_CUI:C0028756,,MESH:D009767,['DOID:9970 ! obesity'],['NCIthesaurus'],,,['Severe obesity'],,,
DOID:11983,['Prader-Willi syndrome'],UMLS_CUI:C0032897,"['A chromosomal disease that is characterized by weak muscle tone, feeding difficulties, poor growth, and delayed development. Beginning in childhood, affected individuals develop an insatiable appetite, which leads to chronic overeating and obesity.']",MESH:D011218,"['DOID:0080014 ! chromosomal disease', 'DOID:225 ! syndrome']",['NCIthesaurus'],,OMIM:176270,['Prader Willi syndrome'],,,
DOID:11984,['hypertrophic cardiomyopathy'],UMLS_CUI:C0949658,['An intrinsic cardiomyopathy that is characterized by abnormal  thickening (hypertrophy) of the heart without any obvious cause.'],MESH:D024741,['DOID:0060036 ! intrinsic cardiomyopathy'],['NCIthesaurus'],['DOID:11986'],,"['familial hypertrophic cardiomyopathy', 'hypertrophic obstructive cardiomyopathy']",,,
DOID:11987,['obsolete anorectal gonorrhea'],,,,,"['gram-negative_bacterial_infectious_disease', 'sexually_transmitted_infectious_disease']",,,"['gonococcal infectious disease of anus and rectum', 'gonococcal proctitis']",['true'],,
DOID:11988,['conjunctival concretion'],UMLS_CUI:C0155162,,,['DOID:11653 ! conjunctival deposit'],,,,,,,
DOID:11990,['ulceroglandular tularemia'],UMLS_CUI:C0152941,['A tularemia that results_in painful regional lymphadenopathy and an ulcerated skin lesion.'],,['DOID:2123 ! tularemia'],"['gram-negative_bacterial_infectious_disease', 'tick-borne_infectious_disease', 'zoonotic_infectious_disease']",,,['Ulceroglandular tularemia'],,,
DOID:11991,['osteopoikilosis'],UMLS_CUI:C0029455,['An osteosclerosis that results_in numerous bone islands located_in skeleton.'],MESH:D010023,['DOID:4254 ! osteosclerosis'],['NCIthesaurus'],,,,,,
DOID:11994,['atrophy of testis'],UMLS_CUI:C0156312,,,['DOID:2519 ! testicular disease'],['NCIthesaurus'],,,,,,
DOID:11996,['spermatic cord torsion'],UMLS_CUI:C0037856,,MESH:D013086,['DOID:2519 ! testicular disease'],['NCIthesaurus'],,OMIM:187400,"['testicular Torsion', 'Torsion of testicle', 'Torsion of testis']",,,
DOID:11997,['spermatocele'],UMLS_CUI:C0037859,,MESH:D013088,['DOID:48 ! male reproductive system disease'],['NCIthesaurus'],,,,,,
DOID:120,['female reproductive organ cancer'],UMLS_CUI:C0699889,"['A reproductive organ cancer that is manifested in the female genitals. This includes organs such as the ovaries, fallopian tubes, uterus, cervix, vagina and vulva.']",MESH:D005833,"['DOID:193 ! reproductive organ cancer', 'DOID:229 ! female reproductive system disease']",['NCIthesaurus'],"['DOID:1244', 'DOID:1281']",,"['female reproductive cancer', 'malignant Gynecologic tumor', 'malignant neoplasm of female genital organ']",,,
DOID:12000,['obsolete secondary malignant neoplasm of trachea'],,,,,,,,"['metastatic tumor to the Trachea', 'secondary malignant neoplasm of trachea (disorder)']",['true'],,
DOID:12001,['tracheal lymphoma'],UMLS_CUI:C1336773,,,"['DOID:0060058 ! lymphoma', 'DOID:11920 ! tracheal cancer']",['NCIthesaurus'],,,"['lymphoma of the trachea', 'Lymphoma of Trachea']",,,
DOID:12002,['trachea sarcoma'],UMLS_CUI:C1336774,['A sarcoma and malignant tumor of trachea that is located_in the trachea.'],,"['DOID:1115 ! sarcoma', 'DOID:11920 ! tracheal cancer']",['NCIthesaurus'],,,['sarcoma of the trachea'],,,
DOID:12003,['trachea squamous cell carcinoma'],UMLS_CUI:C0345946,['A squamous cell carcinoma that is located_in the trachea.'],,"['DOID:1749 ! squamous cell carcinoma', 'DOID:4876 ! trachea carcinoma']",['NCIthesaurus'],,,['Tracheal Epidermoid carcinoma'],,,
DOID:1201,['trigeminal nerve neoplasm'],UMLS_CUI:C1263897,,,['DOID:338 ! cranial nerve neoplasm'],['NCIthesaurus'],,,"['neoplasm of trigeminal nerve', 'tumor of Trigeminal nerve']",,,
DOID:12010,['anterior ischemic optic neuropathy'],UMLS_CUI:C0155305,,MESH:D018917,['DOID:1891 ! optic nerve disease'],,,,['Ischemic optic neuropathy'],,,
DOID:12016,['frontal lobe neoplasm'],UMLS_CUI:C1263886,,,['DOID:368 ! cerebrum cancer'],['NCIthesaurus'],['DOID:12015'],,"['malignant neoplasm of frontal lobe', 'neoplasm of frontal lobe', 'tumor of Frontal Lobe']",,,
DOID:12017,['obsolete group B streptococcal pneumonia'],,['A commensal streptococcal infectious disease that is caused by group B streptococci (Streptococcus agalactiae) usually infecting neonates and the elderly.'],,,['gram-positive_bacterial_infectious_disease'],,,"['Group B', 'Group B streptococcal pneumonia (disorder)', 'Pneumonia due to Streptococcus Group B']",['true'],,
DOID:12019,['obsolete group A streptococcal pneumonia'],,"['A commensal streptococcal infectious disease that is caused due to the infection by group A streptococci, of which Streptococcus pyogenes is the most important pathogen. The infection results in the development of empyema, pneumothorax, and cyst.']",,,['gram-positive_bacterial_infectious_disease'],,,['pneumonia due to streptococcus group A'],['true'],,
DOID:12020,"['obsolete malignant neoplasm of corpus uteri, except isthmus']",,,,,,,,"['malignant neoplasm of corpus uteri, excluding isthmus (disorder)']",['true'],,
DOID:12021,['obsolete leukemic reticuloendotheliosis of intrathoracic lymph nodes'],,,,,,,,"['Leukemic reticuloendotheliosis involving intrathoracic lymph nodes', 'Leukemic reticuloendotheliosis of intrathoracic lymph nodes (disorder)', 'Leukemic reticuloendotheliosis of intrathoracic lymph nodes [dup] (disorder)']",['true'],,
DOID:12022,['obsolete spontaneous abortion complicated by genital tract and pelvic infectious disease'],,,,,,,,"['spontaneous abortion, unspecified, complicated by genital tract and pelvic infection']",['true'],,
DOID:12028,"[""Conn's syndrome""]",UMLS_CUI:C1384514,['An adrenal adenoma characterized by the over production of aldosterone.'],MESH:D006929,['DOID:656 ! adrenal adenoma'],['NCIthesaurus'],,,"['Conn syndrome', 'primary aldosteronism', 'primary hyperaldosteronism']",,,
DOID:12029,['sympathetic ophthalmia'],UMLS_CUI:C0029077,"['A panuveitis that is characterized by bilateral diffuse intraocular inflammation following penetrating trauma to an eye, has_symptom blurry vision, watering, pain, and photophobia.']",MESH:D009879,['DOID:12030 ! panuveitis'],,,,['Sympathetic uveitis'],,,
DOID:1203,['drug-induced mental disorder'],UMLS_CUI:C0154325,,,['DOID:8646 ! substance-induced psychosis'],,,,,,,
DOID:12030,['panuveitis'],UMLS_CUI:C0030343,"['An uveitis that is characterized by inflammation of all layers of the uvea (middle layer) of the eye, which includes the iris, ciliary body, and choroid.']",MESH:D015864,['DOID:13141 ! uveitis'],['NCIthesaurus'],,,['Diffuse uveitis'],,,
DOID:1204,['obsolete arthropathy due to hypersensitivity reaction'],,,,,,,,"['Arthropathy associated with a hypersensitivity reaction (disorder)', 'Arthropathy associated with hypersensitivity reaction']",['true'],,
DOID:12040,['obsolete immune hydrops fetalis'],,,,,,,,"['Hydrops fetalis - due to isoim', 'Hydrops fetalis due to isoimmunization', 'Hydrops fetalis due to isoimmunization (disorder)', 'Hydrops fetalis due to isoimmunization [dup] (disorder)']",['true'],,
DOID:12043,['kernicterus due to isoimmunization'],UMLS_CUI:C0270204,,,['DOID:2383 ! neonatal jaundice'],['NCIthesaurus'],,,['Kernicterus due to isoimmunization'],,,
DOID:1205,['allergic hypersensitivity disease'],UMLS_CUI:C0020517,"['An immune system disease that is an exaggerated immune response to allergens, such as insect venom, dust mites, pollen, pet dander, drugs or some foods.']",MESH:D006967,['DOID:0060056 ! hypersensitivity reaction disease'],['NCIthesaurus'],,,"['allergic disease', 'hypersensitivity', 'hypersensitivity reaction type I disease']",,,
DOID:12052,['obsolete cryptococcal meningitis'],,"['A cryptococcosis that results_in inflammation located_in meninges, has_material_basis_in Cryptococcus neoformans and has_symptom headache, has_symptom nausea, has_symptom staggering gait, has_symptom dementia, has_symptom blurred vision and has_symptom confusion.']",,,,,,"['Cryptococcal meningitis', 'Cryptococcal meningitis (disorder)']",['true'],,
DOID:12053,['cryptococcosis'],UMLS_CUI:C0010414,['An opportunistic mycosis that results_in fungal infection and has_material_basis_in Cryptococcus neoformans or Cryptococcus gattii.'],"MESH:D003453 {http://www.w3.org/2004/02/skos/core#exactMatch=""exactMatch""}",['DOID:2473 ! opportunistic mycosis'],['NCIthesaurus'],,,"[""Busse-Buschke's disease"", 'cryptococcal infection', 'cryptococcus neoformans infection', 'European cryptococcosis', 'torula', 'torulosis']",,,
DOID:12054,['obsolete Trypanosoma meningitis'],,['A trypanosomiasis that involves inflammation of the meninges caused due to Trypanosoma species.'],,,['zoonotic_infectious_disease'],,,"['Meningitis due to trypanosomiasis', 'trypanosomiasis with meningitis', 'Trypanosomiasis with meningitis (disorder)']",['true'],,
DOID:12055,['sarcoid meningitis'],UMLS_CUI:C0154648,,,['DOID:13403 ! neurosarcoidosis'],,,,"['Meningitis in sarcoidosis', 'Sarcoid meningitis']",,,
DOID:12056,['obsolete meningitis with clear cerebrospinal fluid'],,,,,,,,"['Non-pyogenic meningitis (disorder)', 'Nonpyogenic meningitis', 'Nonpyogenic meningitis (disorder)']",['true'],,
DOID:12058,['obsolete Fetal-maternal hemorrhage affecting management of mother'],,,,,,['DOID:12059'],,"['Fetal-maternal hemorrhage, with delivery']",['true'],,
DOID:1206,['Rett syndrome'],UMLS_CUI:C0035372,"['A pervasive developmental disease that is characterized by normal early growth and development followed by a slowing of development, loss of purposeful use of the hands, distinctive hand movements, slowed brain and head growth, problems with walking, seizures, and intellectual disability.']",MESH:D015518,['DOID:0060040 ! pervasive developmental disorder'],"['DO_rare_slim', 'NCIthesaurus']",,OMIM:613454,"['cerebroatrophic hyperammonemia', ""Rett's disorder""]",,,
DOID:12061,['obsolete fetal blood loss'],,,,,,,,"['Fetal blood loss (disorder)', 'Fetal blood loss NOS (disorder)', 'Fetal blood loss, unspecified (disorder)', 'Fetal haemorrhage']",['true'],,
DOID:12064,['mediastinum neurofibroma'],UMLS_CUI:C1334674,,,"['DOID:4691 ! malignant mediastinal neurogenic neoplasm', 'DOID:962 ! neurofibroma']",['NCIthesaurus'],,,['Neurofibroma of mediastinum'],,,
DOID:12065,['obsolete ganglioneuroma of the mediastinum'],,,,,,,,['Ganglioneuroma of mediastinum'],['true'],,
DOID:12070,['Dieulafoy lesion'],UMLS_CUI:C1135229,,,['DOID:76 ! stomach disease'],,['DOID:11791'],,"['Dieulafoy lesion (hemorrhagic) of intestine', 'dieulafoy lesion (hemorrhagic) of stomach and duodenum']",,,
DOID:12072,['pylorospasm'],UMLS_CUI:C0152163,,,['DOID:76 ! stomach disease'],,,,,,,
DOID:12076,['obsolete interstitial emphysema and related conditions of newborn'],,,,,,,,,['true'],,
DOID:12084,['transient arthropathy'],UMLS_CUI:C0158007,,,['DOID:2092 ! transient arthritis'],,"['DOID:10502', 'DOID:11494', 'DOID:12080', 'DOID:12081', 'DOID:12083', 'DOID:2091', 'DOID:9424']",,"['Transient arthropathy involving forearm', 'Transient arthropathy involving hand', 'Transient arthropathy involving lower leg', 'Transient arthropathy involving multiple sites', 'Transient arthropathy involving pelvic region and thigh', 'Transient arthropathy involving shoulder region', 'Transient arthropathy involving upper arm']",,,
DOID:12087,['deep corneal vascularisation'],UMLS_CUI:C0155095,,,['DOID:11382 ! corneal neovascularization'],,,,['Deep vascularization of cornea'],,,
DOID:1209,['nutritional optic neuropathy'],UMLS_CUI:C0155302,"['An optic neuritis that is characterized by nutritional deficiency causing optic nerve dysfunction, has_symptom painless bilateral progressive decrease in visual acuity and color perception, and has_material_basis_in nuritional deficits, especially of folate and vitamin B, which can be associated with restrictive diets and alcohol abuse.']",,['DOID:1210 ! optic neuritis'],,,,['Nutritional optic neuropathy'],,,
DOID:12091,['obsolete vitamin A deficiency with corneal xerosis'],,,,,,,,['vitamin A deficiency with corneal xerosis (disorder)'],['true'],,
DOID:12092,['obsolete Galactorrhea associated with childbirth'],,,,,,,,,['true'],,
DOID:12096,['sodoku disease'],UMLS_CUI:C0152062,"['A primary bacterial infectious disease that results_in infection, has_material_basis_in Spirillum minus, which is transmitted_by contact with urine or secretions from the mouth, eye, or nose of an infected animal or transmitted_by bite of an infected animal, especially rat. The infection has_symptom chills, has_symptom relapsing fever, has_symptom rash and has_symptom joint pain.']",MESH:D011906,['DOID:0050338 ! primary bacterial infectious disease'],"['gram-negative_bacterial_infectious_disease', 'zoonotic_infectious_disease']",,,"['Spirillary fever', 'Spirillosis']",,,
DOID:12097,['obsolete rat-bite fever'],,,,,['zoonotic_infectious_disease'],,,"['Rat bite fever (disorder)', 'Rat-bite fever', 'Rat-bite fever NOS (disorder)', 'Rat-bite fever, unspecified (disorder)', 'Unspecified rat-bite fever']",['true'],,
DOID:12098,['trigeminal neuralgia'],UMLS_CUI:C0040997,,MESH:D014277,['DOID:561 ! trigeminal nerve disease'],,,OMIM:190400,"['Trifacial neuralgia', 'trifocal neuralgia', 'Trigeminal neuralgia']",,,
DOID:121,['vaginal disease'],UMLS_CUI:C0042251,['A female reproductive system disease that is located_in the vagina.'],MESH:D014623,['DOID:229 ! female reproductive system disease'],['NCIthesaurus'],,,,,,
DOID:1210,['optic neuritis'],UMLS_CUI:C0029134,['An optic nerve disease that results_in inflammation located_in optic nerve which may cause a complete or partial loss of vision.'],MESH:D009902,['DOID:1891 ! optic nerve disease'],['NCIthesaurus'],,,,,,
DOID:12104,['obsolete vitamin A deficiency with corneal xerosis and ulcer'],,,,,,,,"['vitamin A deficiency with corneal ulceration and xerosis', 'vitamin A deficiency with corneal ulceration AND xerosis (disorder)', 'vitamin A deficiency with corneal xerosis and ulcer (disorder)']",['true'],,
DOID:12105,['inflammatory spondylopathy'],UMLS_CUI:C0021396,,,['DOID:6590 ! spondylitis'],,,,"['Inflammatory spondylopathies in disease classified elsewhere', 'Inflammatory spondylopathies in disease EC', 'Inflammatory spondylopathy in disease classified elsewhere']",,,
DOID:12106,['obsolete tricuspid valve syphilitic endocarditis'],,,,,"['gram-negative_bacterial_infectious_disease', 'sexually_transmitted_infectious_disease']",,,['Syphilitic endocarditis of tricuspid valve (disorder)'],['true'],,
DOID:12107,['obsolete primary retinal cyst'],,,,,,,,"['primary retinal cyst (disorder)', 'primary retinal cysts']",['true'],,
DOID:12108,['bullous retinoschisis'],UMLS_CUI:C0344289,,,['DOID:8465 ! retinoschisis'],,,,,,,
DOID:12111,['obsolete vitamin A deficiency with xerophthalmic corneal scar'],,,,,,,,"['vitamin A deficiency with xerophthalmic corneal scars (disorder)', 'vitamin A deficiency with xerophthalmic scars of cornea', 'vitamin A deficiency with xerophthalmic scars of cornea (disorder)']",['true'],,
DOID:12113,['obsolete nerve deafness'],,,,,,,,"['nerve conduction deafness', 'neural hearing loss', 'neural hearing loss (finding)']",['true'],,
DOID:12115,['obsolete streptococcal pharyngitis'],,"['A commensal streptococcal infectious disease that involves infection of the pharynx and sometimes the larynx and tonsils. It is caused by Group A Streptococcus bacteria. The common symptoms include fever, sore throat, headache, stomach ache, nausea, or chills.']",,,['gram-positive_bacterial_infectious_disease'],,,"['Septic sore throat due to streptococcal infection', 'Strept throat', 'Streptococcal angina', 'Streptococcal sore throat', 'Streptococcal sore throat NOS (disorder)']",['true'],,
DOID:12117,['pulmonary alveolar microlithiasis'],UMLS_CUI:C0155912,,MESH:C562405,['DOID:850 ! lung disease'],,,OMIM:265100,,,,
DOID:12118,['pulmonary hemosiderosis'],UMLS_CUI:C0020807,"[""A lung disease with an unknown etiology affecting the lungs which results in bleeding from tiny alveolar capillaries. Examination of sputum and bronchoalveolar lavage fluid can disclose hemosiderin-laden alveolar macrophages (siderophages), and the lung biopsy shows numerous siderophages in the alveoli. Alveolar hemorrhage is characterized by hemoptysis, dyspnea, alveolar infiltrates on chest radiograph, and various degrees of anaemia. Following a bleeding episode, the alveolar macrophages convert the hemoglobin's iron into hemosiderin within 36-72h.""]",MESH:C536281,"['DOID:12119 ! hemosiderosis', 'DOID:850 ! lung disease']",['DO_rare_slim'],['DOID:0050330'],OMIM:235500,"['brown induration', 'brown lung', 'Idiopathic pulmonary hemosiderosis']",,,
DOID:12119,['hemosiderosis'],UMLS_CUI:C0019114,"['An iron metabolism disease that has_material_basis_in an accumulation of hemosiderin, an iron-storage complex, resulting in iron overload.']",MESH:D006486,['DOID:2351 ! iron metabolism disease'],['NCIthesaurus'],,,['haemosiderosis'],,,
DOID:12120,['pulmonary alveolar proteinosis'],UMLS_CUI:C0034050,"['A lung disease that is characterized by abnormal accumulation of surfactant occurs within the alveoli, interfering with gas exchange.']",MESH:D011649,['DOID:850 ! lung disease'],"['DO_rare_slim', 'NCIthesaurus']",,OMIM:614370,,,,
DOID:12121,['obsolete secondary syphilitic periostitis'],,,,,"['gram-negative_bacterial_infectious_disease', 'sexually_transmitted_infectious_disease']",,,['secondary syphilitic periostitis (disorder)'],['true'],,
DOID:12123,['postinflammatory pulmonary fibrosis'],UMLS_CUI:C0175999,,,['DOID:3770 ! pulmonary fibrosis'],,,,"['Post-inflammatory pulmonary fibrosis', 'Postinflammatory pulmonary fibrosis']",,,
DOID:12124,['episcleritis periodica fugax'],UMLS_CUI:C0155351,"['A scleral disease that is characterized by painful inflammation of the episcleral tissues that, importantly, spares the sclera itself and has_symptom pain, red eyes, photophobia, tearing, and blurry vision. Episcleritis periodica fugax is typically self-limited but may be related to vascular congestion within the superficial episcleral plexus and associated with autoimmune disease, connective tissue disease, malignancies, trauma, infection, and medications, especially topiramate and pamidronate.']",,['DOID:11343 ! scleral disease'],,,,,,,
DOID:12125,['neurotrophic keratoconjunctivitis'],UMLS_CUI:C0155084,,,['DOID:9368 ! keratoconjunctivitis'],,,,,,,
DOID:12128,['pica disease'],UMLS_CUI:C0031873,['An eating disorder that is characterized by an appetite for non-nutritive substances or food ingredients.'],MESH:D010842,['DOID:8670 ! eating disorder'],['NCIthesaurus'],,,,,,
DOID:12129,['bulimia nervosa'],UMLS_CUI:C0006370,['An eating disorder characterized by the restraining of food intake for a period of time followed by an over intake or binging period that results in feelings of guilt and low self-esteem.'],MESH:D002032,['DOID:8670 ! eating disorder'],['NCIthesaurus'],,,['hyperorexia nervosa'],,,
DOID:1213,['obsolete Tympanosclerosis of tympanic membrane and ossicles'],,,,,,,,"['Tympanosclerosis involving tympanic membrane and ear ossicles', 'Tympanosclerosis involving tympanic membrane AND ear ossicles (disorder)']",['true'],,
DOID:12132,['granulomatosis with polyangiitis'],UMLS_CUI:C3495801,"['An autoimmune hypersensitivity disease that is characterized by necrotizing granulomatous inflammation of the upper and lower respiratory tract, glomerulonephritis, vasculitis, and the presence of antineutrophil cytoplasmatic autoantibodies (ANCAs) in patient sera, and is located_in lung, located_in kidney, located_in skin resulting from an autoimmune attack by antineutrophil cytoplasmic antibodies against small and medium-size blood vessels.']",MESH:D014890,"['DOID:0060050 ! autoimmune disease of blood', 'DOID:37 ! skin disease', 'DOID:557 ! kidney disease', 'DOID:850 ! lung disease']",['NCIthesaurus'],,OMIM:608710,"['Necrotizing respiratory granulomatosis', 'Wegener granulomatosis, formerly']",,,
DOID:12133,['obsolete Yersinia enterocolitica intestinal infectious disease'],,"['A Yersinia infectious disease that involves infection of the intestine caused by Yersinia enterocolitica. The symptoms include fever, abdominal pain, and diarrhea (often bloody in children).']",,,"['gram-negative_bacterial_infectious_disease', 'zoonotic_infectious_disease']",,,"['Infection by Yersinia enterocolitica (disorder)', 'infectious disease by Yersinia enterocolitica', 'intestinal infection due to yersinia enterocolitica', 'Yersinia enterocolitis']",['true'],,
DOID:12134,['factor VIII deficiency'],UMLS_CUI:C0019069,"['A blood coagulation disease that has_material_basis_in Factor VIII deficiency, which results in the formation of fibrin deficient clots which makes coagulation much more prolonged.']","MESH:D006467 {http://www.w3.org/2004/02/skos/core#exactMatch=""exactMatch""}","['DOID:0080012 ! X-linked recessive disease', 'DOID:1247 ! blood coagulation disease']",['NCIthesaurus'],,OMIM:306700,"['classic hemophilia A', 'Congenital factor VIII disorder', 'Hemophilia A', 'Subhemophilia']",,,
DOID:12135,['obsolete acquired factor VIII deficiency'],,,,,,,,['acquired factor VIII deficiency disease (disorder)'],['true'],,
DOID:12136,['obsolete acquired coagulation factor deficiency'],,,,,,,,"['acquired coagulation factor deficiency', 'acquired coagulation factor deficiency (disorder)', 'acquired coagulation factor deficiency NOS (disorder)']",['true'],,
DOID:12139,['dysthymic disorder'],UMLS_CUI:C0013415,['A mood disorder that involves the presence of a low mood almost daily over a span of at least two years.'],MESH:D019263,['DOID:3324 ! mood disorder'],['NCIthesaurus'],,,['dysthymia'],,,
DOID:1214,['tympanosclerosis'],UMLS_CUI:C0155477,,,['DOID:5782 ! tympanic membrane disease'],,,,,,,
DOID:12140,['Chagas disease'],UMLS_CUI:C0007932,"['A trypanosomiasis that is a tropical parasitic disease caused by the flagellate protozoan Trypanosoma cruzi, which is transmitted to humans and other mammals by an insect vector, the blood-sucking assassin bugs of the subfamily Triatominae (family Reduviidae), most commonly species belonging to the Triatoma, Rhodnius, and Panstrongylus genera. The symptoms include fever, fatigue, body aches, headache, rash, loss of appetite, diarrhea, vomiting, swelling of the eyelids and myocarditis.']",,['DOID:10113 ! trypanosomiasis'],['zoonotic_infectious_disease'],"['DOID:0050016', 'DOID:0050019', 'DOID:0050020']",,"['American trypanosomiasis', ""Chagas' disease"", ""chagas' disease with digestive system involvement"", ""chagas' disease with nervous system involvement"", ""chagas' disease with other organ involvement""]",,,
DOID:12141,['obsolete adenovirus meningitis'],,"['An adenovirus infectious disease that results_in inflammation located_in meninges, has_material_basis_in Human adenovirus 3 or has_material_basis_in Human adenovirus 7 and has_symptom fever, has_symptom headache, has_symptom stiff neck, and has_symptom confusion.']",,,,,,['non-arthropod-borne meningitis due to adenovirus'],['true'],,
DOID:12143,['neurogenic bladder'],UMLS_CUI:C0005697,,MESH:D001750,['DOID:365 ! bladder disease'],['NCIthesaurus'],,,"['neurogenic dysfunction of the urinary bladder', 'neurogenic urinary bladder disorder', 'Neuropathic bladder']",,,
DOID:12144,['low compliance bladder'],UMLS_CUI:C0489967,,,['DOID:365 ! bladder disease'],,,,"['hyperactivity of bladder', 'hypertonic bladder', 'hypertonicity of bladder', 'Low bladder compliance']",,,
DOID:12145,['detrusor sphincter dyssynergia'],UMLS_CUI:C0341747,,,['DOID:365 ! bladder disease'],,,,,,,
DOID:12148,['alveolar echinococcosis'],UMLS_CUI:C0152069,"['An echinococcosis that is caused by the larvae of Echinococcus multilocularis affecting the liver as a slow growing, destructive tumor, with abdominal pain, biliary obstruction, and occasionally metastatic lesions into the lungs and brain.']",MESH:C536591,"['DOID:1496 ! echinococcosis', 'DOID:409 ! liver disease', 'DOID:850 ! lung disease', 'DOID:936 ! brain disease']",,"['DOID:12147', 'DOID:2774']",,"['alveolococcosis', 'echinococcus multilocularis infection', 'Multilocular hydatid', 'small fox tapeworm']",,,
